DOCULECT	FORM	SOURCE
Chetilla	rupa.y	heggarty2005
Chipaya	thuñi	heggarty2005
Curva	inti	heggarty2005
Cuzco	inti	heggarty2005
CuzquenoAntiguo	inti	holguin1608
Huallaga	inti	heggarty2005
Huanca	inti	cerron2018
Huancane	inti	heggarty2005
Huangascar	inti	shimelman2017
Huangascar	rupay	shimelman2017
HuarazHuailas	inti	parkerchavez1976
Imbabura	inti	gomez2009
Inkawasi	rupa.y	heggarty2005
Iruhito	thú:ñi, tú:ni	cerron2016
Jaqaru	inti	heggarty2005
Kawki	intyi	heggarty2005
Lamas	inti	taylor2006
Laraos	inti	heggarty2005
Lincha-Tana	inti	shimelman2017
Lincha-Tana	rupay	shimelman2017
Maragua	inti	heggarty2005
Napo	indi	orrwrisley1981
Pacaraos	wilka	adelaar1982
Pastaza	indi	landerman1973
Pocona	inti	heggarty2005
Puki	inti	heggarty2005
Puno	inti	heggarty2005
Putumayo	indi	tandioy1978
Raimondi	inti	parkerchavez1976
SanPedro	inti	shimelman2017
SanPedro	rupay	shimelman2017
Santiagueno	inti	juanatey2021
SantoTomas	indy	santotomas1951
Serena	indi	heggarty2005
Sullkatiti	inti	heggarty2005
Taquile	inti	heggarty2005
Tarma	inti	adelaar1977
Troje	inti	heggarty2005
Tsimu	tú:ni, tó:ni, tú:ñi	cerron2016
Wari	inti	parkerchavez1976
Yanac	rupe:	heggarty2005
Anonimo	quilla	valera1586
Apuri	killa	shimelman2017
Apurimac	killa	camacho2007
Arma	killa	galvez2003
Atalla	kiλa	heggarty2005
Ayacucho	killa	soto1976
Bobonaza	quilla	orrwrisley1981
Cacra-Hongos	killa	shimelman2017
Chachapoyas	killa	taylor2006
Chacpar	kiλa	heggarty2005
Chetilla	kidya	heggarty2005
Chipaya	hiiz	heggarty2005
Curva	kiλa	heggarty2005
Cuzco	kiλa	heggarty2005
CuzquenoAntiguo	quilla	holguin1608
Huallaga	kiλa	heggarty2005
Huanca	killa	cerron2018
Huanca	pula	cerron2018
Huancane	phaχsi	heggarty2005
Huangascar	killa	shimelman2017
HuarazHuailas	killa	parkerchavez1976
Imbabura	killa	gomez2009
Inkawasi	kiža	heggarty2005
Iruhito	tatí:tu, yí:sh	cerron2016
Jaqaru	paxši	heggarty2005
Kawki	paxši	heggarty2005
Lamas	killa	taylor2006
Laraos	kiλa	heggarty2005
Lincha-Tana	killa	shimelman2017
Maragua	kiλa	heggarty2005
Napo	quilla	orrwrisley1981
Pacaraos	kila	adelaar1982
Pastaza	quilla	landerman1973
Pocona	kiλa	heggarty2005
Puki	phaχsi	heggarty2005
Puno	kiλa	heggarty2005
Putumayo	quilla	tandioy1978
Raimondi	killa	parkerchavez1976
SanPedro	killa	shimelman2017
Santiagueno	killa	juanatey2021
SantoTomas	quilla	santotomas1951
Serena	kiλa	heggarty2005
Sullkatiti	phaχsi	heggarty2005
Taquile	kiλa	heggarty2005
Tarma	kila	adelaar1977
Troje	kiža	heggarty2005
Tsimu	páχse:, tš’í:si	cerron2016
Wari	killa	parkerchavez1976
Yanac	kiλa	heggarty2005
Anonimo	canchis	valera1586
Apuri	qanchis	shimelman2017
Apurimac	qanchis	camacho2007
Arma	qanchis	galvez2003
Atalla	χančis	heggarty2005
Ayacucho	qanchis	soto1976
Bobonaza	canzhis	orrwrisley1981
Cacra-Hongos	qanchis	shimelman2017
Chachapoyas	kanĉis	taylor2006
Chacpar	qančis	heggarty2005
Chetilla	siete	heggarty2005
Chipaya	pa.qaλaqu	heggarty2005
Curva	qančis	heggarty2005
Cuzco	qančis	heggarty2005
CuzquenoAntiguo		holguin1608
Huallaga	qančis	heggarty2005
Huanca	antriʃ , hantriʃ	cerron2018
Huancane	pa.qalqu	heggarty2005
Huangascar	qanchis	shimelman2017
HuarazHuailas	qanchis	parkerchavez1976
Imbabura	kanchis	gomez2009
Inkawasi	siete	heggarty2005
Iruhito	tḁ́ku	cerron2016
Jaqaru	qanĉisi	heggarty2005
Kawki	qanĉisi, qančisi	heggarty2005
Lamas	kanchis	taylor2006
Laraos	qanĉis	heggarty2005
Lincha-Tana	qanchis	shimelman2017
Maragua	qančis	heggarty2005
Napo	canzhis	orrwrisley1981
Pacaraos	qantris	adelaar1982
Pastaza	canchis	landerman1973
Pocona	γančis	heggarty2005
Puki	pa.qalqu	heggarty2005
Puno	qančis	heggarty2005
Putumayo	canchis	tandioy1978
Raimondi	qanchis	parkerchavez1976
SanPedro	qanchis	shimelman2017
Santiagueno	qanchis	juanatey2021
SantoTomas	canchiz	santotomas1951
Serena	kandžis	heggarty2005
Sullkatiti	pa.qaλqu	heggarty2005
Taquile	qančis	heggarty2005
Tarma	xanĉis	adelaar1977
Troje	kančis	heggarty2005
Tsimu	tú:ku:	cerron2016
Wari	qanchis	parkerchavez1976
Yanac	qančis	heggarty2005
Anonimo	coyllur	valera1586
Apuri	lusiru	shimelman2017
Apuri	quyllur	shimelman2017
Apurimac		camacho2007
Arma	quyllur	galvez2003
Atalla	luziru	heggarty2005
Ayacucho	qoyllur	soto1976
Bobonaza		orrwrisley1981
Cacra-Hongos	lusiru	shimelman2017
Cacra-Hongos	quyllur	shimelman2017
Chachapoyas		taylor2006
Chacpar	quyλaŕ, quyλ.uŕ, χuyλaŕ, χuyλ.uŕ	heggarty2005
Chetilla	luzeru	heggarty2005
Chipaya	wara.wara	heggarty2005
Curva	quyλur	heggarty2005
Cuzco	č'aska	heggarty2005
CuzquenoAntiguo	coyllur	holguin1608
Huallaga	quyλar, quyλur	heggarty2005
Huanca	kuyllur, uyllur, huyllur	cerron2018
Huancane	wara.wara	heggarty2005
Huangascar	lusiru	shimelman2017
HuarazHuailas	qayllur	parkerchavez1976
Imbabura	luziru	gomez2009
Inkawasi	χuyar	heggarty2005
Iruhito	tsaqól	cerron2016
Jaqaru	wara.xa	heggarty2005
Kawki	wara.xa	heggarty2005
Lamas	lusero	park1976
Laraos	quyλur	heggarty2005
Lincha-Tana	lusiru	shimelman2017
Lincha-Tana	quyllur	shimelman2017
Maragua	č'aska	heggarty2005
Napo		orrwrisley1981
Pacaraos	loosero	adelaar1982
Pastaza	istirilla	landerman1973
Pocona	č'aska	heggarty2005
Puki	wara.wara	heggarty2005
Puno	č'aska	heggarty2005
Putumayo		tandioy1978
Raimondi	qayllur	parkerchavez1976
SanPedro	lusiru	shimelman2017
Santiagueno	qollur	juanatey2021
SantoTomas	cuyllor	santotomas1951
Serena	estrella	heggarty2005
Sullkatiti	wara.wara	heggarty2005
Taquile	quyλur	heggarty2005
Tarma	xuyl̃ar	adelaar1977
Troje	luzeru	heggarty2005
Tsimu	tsacú:ña, kí:šlla	cerron2016
Wari	qayllur	parkerchavez1976
Yanac	lose:ro	heggarty2005
Anonimo	llantu	valera1586
Apuri	llantu	shimelman2017
Apurimac	llantu	camacho2007
Arma	llantu	galvez2003
Atalla	λantu	heggarty2005
Ayacucho	llantu	soto1976
Bobonaza	llandu	orrwrisley1981
Cacra-Hongos	llantu	shimelman2017
Chachapoyas	llantu	taylor2006
Chacpar	λantu	heggarty2005
Chetilla	dyandu	heggarty2005
Chipaya	ziwz(a)	heggarty2005
Curva	λanthu	heggarty2005
Cuzco	λanthu	heggarty2005
CuzquenoAntiguo	llantu	holguin1608
Huallaga	λantu, λantu.y	heggarty2005
Huanca	llantu, llantuy	cerron2018
Huancane	č'ixu	heggarty2005
Huangascar	llantu	shimelman2017
HuarazHuailas	llantu	parkerchavez1976
Imbabura	llantu	gomez2009
Inkawasi	žandu	heggarty2005
Iruhito		cerron2016
Jaqaru	hunk'a	heggarty2005
Kawki	hunk'i	heggarty2005
Lamas	llantu	taylor2006
Laraos	λantu	heggarty2005
Lincha-Tana	llantu	shimelman2017
Maragua	λanthu	heggarty2005
Napo	llandu	orrwrisley1981
Pacaraos	lantu	adelaar1982
Pastaza	llandu	landerman1973
Pocona	λanthu	heggarty2005
Puki	č'iwi	heggarty2005
Puno	λanthu	heggarty2005
Putumayo	tuta	tandioy1978
Raimondi	llantu	parkerchavez1976
SanPedro	llantu	shimelman2017
Santiagueno	llantu	juanatey2021
SantoTomas	llanto	santotomas1951
Serena	λandu	heggarty2005
Sullkatiti	č'iwi	heggarty2005
Taquile	λanthu	heggarty2005
Tarma	lantu	adelaar1977
Troje	žandu	heggarty2005
Tsimu		cerron2016
Wari	hupani/llantu	parkerchavez1976
Yanac	λantu	heggarty2005
Anonimo	vnu, yacu	valera1586
Apuri	yaku	shimelman2017
Apurimac	chullchuy	camacho2007
Apurimac	yaku	camacho2007
Apurimac	unu	camacho2007
Arma	yaku	galvez2003
Atalla	yaku	heggarty2005
Ayacucho	yaku	soto1976
Bobonaza	yacu	orrwrisley1981
Cacra-Hongos	yaku	shimelman2017
Chachapoyas	yaku	taylor2006
Chacpar	yaku	heggarty2005
Chetilla	yaku	heggarty2005
Chipaya	qhwaz	heggarty2005
Curva	unu	heggarty2005
Cuzco	unu	heggarty2005
CuzquenoAntiguo	vnu, yacu	holguin1608
Huallaga	yaku	heggarty2005
Huanca	yaku	cerron2018
Huanca	tʃuya	cerron2018
Huancane	uma	heggarty2005
Huangascar	yaku	shimelman2017
HuarazHuailas	yaku	parkerchavez1976
Imbabura	yaku	gomez2009
Inkawasi	yaku	heggarty2005
Iruhito	qʰoási	cerron2016
Jaqaru	uma	heggarty2005
Kawki	uma	heggarty2005
Lamas	yaku	taylor2006
Laraos	yaku	heggarty2005
Lincha-Tana	yaku	shimelman2017
Maragua	yaku	heggarty2005
Napo	yacu	orrwrisley1981
Pacaraos	yaku	adelaar1982
Pastaza	yacu	landerman1973
Pocona	yaku	heggarty2005
Puki	uma	heggarty2005
Puno	unu	heggarty2005
Putumayo	yacu	tandioy1978
Raimondi	yaku	parkerchavez1976
SanPedro	yaku	shimelman2017
Santiagueno	yaku	juanatey2021
SantoTomas	yaco, huno	santotomas1951
Serena	yaku	heggarty2005
Sullkatiti	uma	heggarty2005
Taquile	unu	heggarty2005
Tarma	yagu	adelaar1977
Troje	yaku	heggarty2005
Tsimu	huá:se	cerron2016
Wari	yaku	parkerchavez1976
Yanac	yaku	heggarty2005
Anonimo	mayu	valera1586
Apuri	mayu	shimelman2017
Apurimac	mayu	camacho2007
Arma	mayu	galvez2003
Atalla	mayu	heggarty2005
Ayacucho	mayu	soto1976
Bobonaza	yacu	orrwrisley1981
Cacra-Hongos	mayu	shimelman2017
Chachapoyas	mayu	taylor2006
Chacpar	mayu	heggarty2005
Chetilla	riu	heggarty2005
Chipaya	puju; wiwi	heggarty2005
Curva	mayu	heggarty2005
Cuzco	mayu	heggarty2005
CuzquenoAntiguo	mayu	holguin1608
Huallaga	mayu	heggarty2005
Huanca	mayu	cerron2018
Huancane	hawira	heggarty2005
Huangascar	mayu	shimelman2017
HuarazHuailas	mayu	parkerchavez1976
Imbabura	mayu	gomez2009
Inkawasi	rio	heggarty2005
Iruhito	ué:ue:	cerron2016
Jaqaru	mayu	heggarty2005
Kawki	mayu	heggarty2005
Lamas	mayu	taylor2006
Laraos	mayu	heggarty2005
Lincha-Tana	mayu	shimelman2017
Maragua	mayu	heggarty2005
Napo	yacu	orrwrisley1981
Pacaraos	rrio	adelaar1982
Pastaza	yacu	landerman1973
Pocona	mayu	heggarty2005
Puki	q'awa	heggarty2005
Puno	mayu	heggarty2005
Putumayo	yacu	tandioy1978
Raimondi	mayu	parkerchavez1976
SanPedro	mayu	shimelman2017
Santiagueno	mayu	juanatey2021
SantoTomas	mayo	santotomas1951
Serena	yaku	heggarty2005
Sullkatiti	hawira	heggarty2005
Taquile	mayu	heggarty2005
Tarma	mayu	adelaar1977
Troje	larka yaku	heggarty2005
Tsimu	huí:hui	cerron2016
Wari	mayu	parkerchavez1976
Yanac	mayu	heggarty2005
Anonimo	orco	valera1586
Apuri	urqu	shimelman2017
Apurimac	orqo	camacho2007
Apurimac	qirka	camacho2007
Arma	urqu	galvez2003
Atalla	urġu	heggarty2005
Ayacucho	orqo	soto1976
Bobonaza	urcu	orrwrisley1981
Cacra-Hongos	urqu	shimelman2017
Chachapoyas	urku	taylor2006
Chacpar	qaqa	heggarty2005
Chetilla	urqu	heggarty2005
Chipaya	kuru	heggarty2005
Curva	urqu	heggarty2005
Cuzco	urqu	heggarty2005
CuzquenoAntiguo	orcco	holguin1608
Huallaga	hirka	heggarty2005
Huanca	ulʔu	cerron2018
Huancane	quλu	heggarty2005
Huangascar	urqu	shimelman2017
HuarazHuailas	orqu	parkerchavez1976
Imbabura	urku	gomez2009
Inkawasi	χaγa	heggarty2005
Iruhito	ó:χsʰá	cerron2016
Jaqaru	qa:qa	heggarty2005
Kawki	qaqa	heggarty2005
Lamas	urku	taylor2006
Laraos	urqu	heggarty2005
Lincha-Tana	urqu	shimelman2017
Maragua	urqu	heggarty2005
Napo	urcu	orrwrisley1981
Pacaraos	hirka	adelaar1982
Pastaza	urcu	landerman1973
Pocona	urγu	heggarty2005
Puki	quλu	heggarty2005
Puno	urqu	heggarty2005
Putumayo	sachucu	tandioy1978
Raimondi	orqu	parkerchavez1976
SanPedro	urqu	shimelman2017
Santiagueno	orqo	juanatey2021
SantoTomas	vrco, caca	santotomas1951
Serena	urku	heggarty2005
Sullkatiti	quλu	heggarty2005
Taquile	urqu	heggarty2005
Tarma	hirka	adelaar1977
Troje	urku	heggarty2005
Tsimu	ó:χsái	cerron2016
Wari	hirka	parkerchavez1976
Yanac	qaqa	heggarty2005
Anonimo	nina	valera1586
Apuri	nina	shimelman2017
Apurimac	nina	camacho2007
Arma	nina	galvez2003
Atalla	nina	heggarty2005
Ayacucho	nina	soto1976
Bobonaza	nina	orrwrisley1981
Cacra-Hongos	nina	shimelman2017
Chachapoyas	nina	taylor2006
Chacpar	nina	heggarty2005
Chetilla	nina	heggarty2005
Chipaya	zhqeti	heggarty2005
Curva	nina	heggarty2005
Cuzco	nina	heggarty2005
CuzquenoAntiguo	nina	holguin1608
Huallaga	nina	heggarty2005
Huanca	nina	cerron2018
Huancane	nina	heggarty2005
Huangascar	nina	shimelman2017
HuarazHuailas	nina	parkerchavez1976
Imbabura	nina	gomez2009
Inkawasi	nina	heggarty2005
Iruhito	ú:χ	cerron2016
Jaqaru	nina	heggarty2005
Kawki	nina	heggarty2005
Lamas	nina	taylor2006
Laraos	nina	heggarty2005
Lincha-Tana	nina	shimelman2017
Maragua	nina	heggarty2005
Napo	nina	orrwrisley1981
Pacaraos	nina	adelaar1982
Pastaza	nina	landerman1973
Pocona	nina	heggarty2005
Puki	nina	heggarty2005
Puno	nina	heggarty2005
Putumayo	nina	tandioy1978
Raimondi	nina	parkerchavez1976
SanPedro	nina	shimelman2017
Santiagueno	nina	juanatey2021
SantoTomas	nina	santotomas1951
Serena	nina	heggarty2005
Sullkatiti	nina	heggarty2005
Taquile	nina	heggarty2005
Tarma	nina	adelaar1977
Troje	nina	heggarty2005
Tsimu	ó:χi	cerron2016
Wari	nina	parkerchavez1976
Yanac	nina	heggarty2005
Anonimo	coʃni	valera1586
Apuri	hushta	shimelman2017
Apurimac	qosñi	camacho2007
Arma	qusni	galvez2003
Atalla	χu.sñi	heggarty2005
Ayacucho	qosni	soto1976
Bobonaza	cushni	orrwrisley1981
Cacra-Hongos	hushta	shimelman2017
Chachapoyas	kusni	taylor2006
Chacpar	qu.šñi	heggarty2005
Chetilla	qu.nday	heggarty2005
Chipaya	zhqeti	heggarty2005
Curva	q'u.sñi	heggarty2005
Cuzco	q'u.sñi	heggarty2005
CuzquenoAntiguo	kozni	holguin1608
Huallaga	qu.štay	heggarty2005
Huanca	untay, huntay	cerron2018
Huancane	huq'i	heggarty2005
Huangascar	hushta	shimelman2017
HuarazHuailas	humo	parkerchavez1976
Imbabura	kushni	gomez2009
Inkawasi	χu.nday	heggarty2005
Iruhito		cerron2016
Jaqaru	ts'usqi, ts'usqi	heggarty2005
Kawki	ĉ'usqi, ts'usqi	heggarty2005
Lamas	kusni	taylor2006
Laraos	qu.šni	heggarty2005
Lincha-Tana	hushta	shimelman2017
Maragua	q'u.sñi	heggarty2005
Napo	cushni	orrwrisley1981
Pacaraos	quyay	adelaar1982
Pastaza	cushni	landerman1973
Pocona	q'u.šñi	heggarty2005
Puki	hiq'i	heggarty2005
Puno	q'u.šñi	heggarty2005
Putumayo	cusni	tandioy1978
Raimondi		parkerchavez1976
SanPedro	hushta	shimelman2017
Santiagueno	qosni	juanatey2021
SantoTomas	cozii, quonda	santotomas1951
Serena	ku.šñi	heggarty2005
Sullkatiti	hiq'i	heggarty2005
Taquile	q'u.sni	heggarty2005
Tarma	xušĉi	adelaar1977
Troje	ku.šni	heggarty2005
Tsimu		cerron2016
Wari	qoshtay	parkerchavez1976
Yanac	qu.nte	heggarty2005
Anonimo	vchpa	valera1586
Apuri	utrpa	shimelman2017
Apurimac	uspa	camacho2007
Arma	uchpa	galvez2003
Atalla	učpa	heggarty2005
Ayacucho	uchpa	soto1976
Bobonaza	ushpa	orrwrisley1981
Cacra-Hongos	utrpa	shimelman2017
Chachapoyas	uĉpa	taylor2006
Chacpar	učpa	heggarty2005
Chetilla	uŝpa	heggarty2005
Chipaya	qhup	heggarty2005
Curva	učpha	heggarty2005
Cuzco	uspha	heggarty2005
CuzquenoAntiguo	vchpa	holguin1608
Huallaga	učpa	heggarty2005
Huanca	utrpa	cerron2018
Huancane	qhiλa	heggarty2005
Huangascar	utrpa	shimelman2017
HuarazHuailas	uchpa	parkerchavez1976
Imbabura	uchufa	gomez2009
Inkawasi	uĉpa	heggarty2005
Iruhito	kílya	cerron2016
Jaqaru	qhiλpi	heggarty2005
Kawki	qhiλpi	heggarty2005
Lamas	uchpa	taylor2006
Laraos	uĉpa	heggarty2005
Lincha-Tana	utrpa	shimelman2017
Maragua	ušpha	heggarty2005
Napo	ushpa	orrwrisley1981
Pacaraos	utrpa	adelaar1982
Pastaza	uchpa	landerman1973
Pocona	ušpha	heggarty2005
Puki	qhiλa	heggarty2005
Puno	uspha	heggarty2005
Putumayo	uchpa	tandioy1978
Raimondi	uchpa	parkerchavez1976
SanPedro	utrpa	shimelman2017
Santiagueno	ushpa	juanatey2021
SantoTomas	vxpa	santotomas1951
Serena	ušpa	heggarty2005
Sullkatiti	qhiλa	heggarty2005
Taquile	ušpha	heggarty2005
Tarma	xuxiĉa	adelaar1977
Troje	ušpa	heggarty2005
Tsimu	kí:lya	cerron2016
Wari	uchpa	parkerchavez1976
Yanac	učpa	heggarty2005
Anonimo	rumi	valera1586
Apuri	rumi	shimelman2017
Apurimac	rumi	camacho2007
Arma	rumi	galvez2003
Atalla	rumi	heggarty2005
Ayacucho	rumi	soto1976
Bobonaza	rumi	orrwrisley1981
Cacra-Hongos	rumi	shimelman2017
Chachapoyas	rumi	taylor2006
Chacpar	rumi	heggarty2005
Chetilla	rumi	heggarty2005
Chipaya	maz	heggarty2005
Curva	rumi	heggarty2005
Cuzco	rumi	heggarty2005
CuzquenoAntiguo	rumi	holguin1608
Huallaga	rumi	heggarty2005
Huanca	lumi	cerron2018
Huanca	ŝuʔya	cerron2018
Huancane	qala	heggarty2005
Huangascar	rumi	shimelman2017
HuarazHuailas	rumi	parkerchavez1976
Imbabura	rumi	gomez2009
Inkawasi	řumi	heggarty2005
Iruhito	mási	cerron2016
Jaqaru	qala	heggarty2005
Kawki	qala	heggarty2005
Lamas	rumi	taylor2006
Laraos	rumi	heggarty2005
Lincha-Tana	rumi	shimelman2017
Maragua	řumi	heggarty2005
Napo	rumi	orrwrisley1981
Pacaraos	rrumay, rrumi	adelaar1982
Pastaza	ɾumi	landerman1973
Pocona	rumi	heggarty2005
Puki	qala	heggarty2005
Puno	rumi	heggarty2005
Putumayo	rumi	tandioy1978
Raimondi	rumi	parkerchavez1976
SanPedro	rumi	shimelman2017
Santiagueno	rumi	juanatey2021
SantoTomas	rumi	santotomas1951
Serena	rumi	heggarty2005
Sullkatiti	qala	heggarty2005
Taquile	rumi	heggarty2005
Tarma	rumi	adelaar1977
Troje	rumi	heggarty2005
Tsimu	má:si	cerron2016
Wari	rumi	parkerchavez1976
Yanac	rumi	heggarty2005
Anonimo	tiu, aco	valera1586
Apuri	aqu	shimelman2017
Apurimac	aqo	camacho2007
Arma	aqu	galvez2003
Atalla	aχu	heggarty2005
Ayacucho	aqo	soto1976
Bobonaza	allpa	orrwrisley1981
Cacra-Hongos	aqu	shimelman2017
Chachapoyas	tiyu	taylor2006
Chacpar	arena	heggarty2005
Chetilla	aγu	heggarty2005
Chipaya	phila	heggarty2005
Curva	aqu	heggarty2005
Cuzco	aqu	heggarty2005
CuzquenoAntiguo	ttiu, acco	holguin1608
Huallaga	aqu.š	heggarty2005
Huanca	aʔu	cerron2018
Huancane	aqu	heggarty2005
Huangascar	aqu	shimelman2017
HuarazHuailas	allpa	parkerchavez1976
Imbabura	tiyu	gomez2009
Inkawasi	aγu	heggarty2005
Iruhito	pí:la	cerron2016
Jaqaru	aqu	heggarty2005
Kawki	aqu	heggarty2005
Lamas	tiyu	taylor2006
Laraos	aqu	heggarty2005
Lincha-Tana	aqu	shimelman2017
Maragua	t'iyu	heggarty2005
Napo	allpa	orrwrisley1981
Pacaraos		adelaar1982
Pastaza	tiyu	landerman1973
Pocona	t'iyu	heggarty2005
Puki	č'aλa	heggarty2005
Puno	aqu	heggarty2005
Putumayo		tandioy1978
Raimondi	allpa	parkerchavez1976
SanPedro	aqu	shimelman2017
Santiagueno	tiyu	juanatey2021
SantoTomas	tyo	santotomas1951
Serena	tsatsa	heggarty2005
Sullkatiti	č'aλa	heggarty2005
Taquile	aqu	heggarty2005
Tarma	šuxya	adelaar1977
Troje	thiyu	heggarty2005
Tsimu	t’í:r̂a	cerron2016
Wari	allpa	parkerchavez1976
Yanac	aqu	heggarty2005
Anonimo	puçac	valera1586
Apuri	pusaq	shimelman2017
Apurimac	musaq	camacho2007
Arma	pusaq	galvez2003
Atalla	pusaχ	heggarty2005
Ayacucho	pusaq	soto1976
Bobonaza	pusaj	orrwrisley1981
Cacra-Hongos	pusaq	shimelman2017
Chachapoyas	pusak	taylor2006
Chacpar	puwaq	heggarty2005
Chetilla	pusaχ	heggarty2005
Chipaya	kimsa.qaλaqu	heggarty2005
Curva	pusaχ	heggarty2005
Cuzco	pusaχ	heggarty2005
CuzquenoAntiguo		holguin1608
Huallaga	pusaχ	heggarty2005
Huanca	pusaʔ	cerron2018
Huancane	kimsa.qalqu	heggarty2005
Huangascar	pusaq	shimelman2017
HuarazHuailas		parkerchavez1976
Imbabura	pusak	gomez2009
Inkawasi	očo	heggarty2005
Iruhito	kónko, kólko	cerron2016
Jaqaru	pusaqa	heggarty2005
Kawki	pusaqa	heggarty2005
Lamas	pusak	taylor2006
Laraos	pusaχ	heggarty2005
Lincha-Tana	pusaq	shimelman2017
Maragua	pusaχ	heggarty2005
Napo	pusaj	orrwrisley1981
Pacaraos	puwaq	adelaar1982
Pastaza	pusac	landerman1973
Pocona	pusaχ	heggarty2005
Puki	kinsa.qalqu	heggarty2005
Puno	pusaχ	heggarty2005
Putumayo	pusag	tandioy1978
Raimondi		parkerchavez1976
SanPedro	pusaq	shimelman2017
Santiagueno	pusaq	juanatey2021
SantoTomas	puçac	santotomas1951
Serena	pusax	heggarty2005
Sullkatiti	kimsa.qaλqu	heggarty2005
Taquile	pusaχ	heggarty2005
Tarma	puwax	adelaar1977
Troje	pusax	heggarty2005
Tsimu	kúnku	cerron2016
Wari	puwaq	parkerchavez1976
Yanac	pusaq	heggarty2005
Anonimo	cori	valera1586
Apuri	qullqi	shimelman2017
Apurimac	qori	camacho2007
Arma	quri	galvez2003
Atalla	χuri	heggarty2005
Ayacucho	qori	soto1976
Bobonaza	curi	orrwrisley1981
Cacra-Hongos	qullqi	shimelman2017
Chachapoyas	kuri	taylor2006
Chacpar	quri	heggarty2005
Chetilla	quri	heggarty2005
Chipaya	qhuri	heggarty2005
Curva	quri	heggarty2005
Cuzco	quri	heggarty2005
CuzquenoAntiguo	cori	holguin1608
Huallaga	quri	heggarty2005
Huanca	uli, huli	cerron2018
Huanca	u:ru	cerron2018
Huancane	quri	heggarty2005
Huangascar	qullqi	shimelman2017
HuarazHuailas	qori	parkerchavez1976
Imbabura	kuri	gomez2009
Inkawasi	oro	heggarty2005
Iruhito	gí:sha	cerron2016
Jaqaru	quri	heggarty2005
Kawki	oro	heggarty2005
Lamas	kuri	taylor2006
Laraos	oro	heggarty2005
Lincha-Tana	qullqi	shimelman2017
Maragua	quri	heggarty2005
Napo	curi	orrwrisley1981
Pacaraos		adelaar1982
Pastaza	curi	landerman1973
Pocona	ġuri	heggarty2005
Puki	quri	heggarty2005
Puno	quri	heggarty2005
Putumayo	curi	tandioy1978
Raimondi	qori	parkerchavez1976
SanPedro	qullqi	shimelman2017
Santiagueno	qori	juanatey2021
SantoTomas	cori, caya	santotomas1951
Serena	kuri	heggarty2005
Sullkatiti	quri	heggarty2005
Taquile	quri	heggarty2005
Tarma	xuyl̃ur	adelaar1977
Troje	kuri	heggarty2005
Tsimu	gí:sna, gí:žna	cerron2016
Wari	qori	parkerchavez1976
Yanac	quri	heggarty2005
Anonimo	para, tamia	valera1586
Apuri	para	shimelman2017
Apurimac	para	camacho2007
Arma	para	galvez2003
Atalla	para	heggarty2005
Ayacucho	para	soto1976
Bobonaza	tamia	orrwrisley1981
Cacra-Hongos	para	shimelman2017
Chachapoyas	tamya	taylor2006
Chacpar	tamya	heggarty2005
Chetilla	tamya	heggarty2005
Chipaya	chij.ñi	heggarty2005
Curva	para	heggarty2005
Cuzco	para	heggarty2005
CuzquenoAntiguo	para	holguin1608
Huallaga	tamya	heggarty2005
Huanca	tamya	cerron2018
Huanca	trilapa	cerron2018
Huanca	ʃiʔutay	cerron2018
Huancane	haλu	heggarty2005
Huangascar	para	shimelman2017
HuarazHuailas	tamya	parkerchavez1976
Imbabura	tamya	gomez2009
Inkawasi	tamya	heggarty2005
Iruhito	tšíχñi	cerron2016
Jaqaru	haλu	heggarty2005
Kawki	haλu	heggarty2005
Lamas	tamya	taylor2006
Laraos	tamya	heggarty2005
Lincha-Tana	para	shimelman2017
Maragua	para	heggarty2005
Napo	tamia	orrwrisley1981
Pacaraos	tamya	adelaar1982
Pastaza	tamya	landerman1973
Pocona	para	heggarty2005
Puki	χaλu	heggarty2005
Puno	para	heggarty2005
Putumayo	tamia	tandioy1978
Raimondi	tamya	parkerchavez1976
SanPedro	para	shimelman2017
Santiagueno	para	juanatey2021
SantoTomas	tamya	santotomas1951
Serena	tamya	heggarty2005
Sullkatiti	haλu	heggarty2005
Taquile	para	heggarty2005
Tarma	tanya	adelaar1977
Troje	tamya	heggarty2005
Tsimu	pílki, tšíχtši	cerron2016
Wari	tamya	parkerchavez1976
Yanac	tamya	heggarty2005
Anonimo	puyu	valera1586
Apuri	puyu	shimelman2017
Apurimac	puyu, fuyu	camacho2007
Arma	puyu	galvez2003
Atalla	puyu	heggarty2005
Ayacucho	puyu	soto1976
Bobonaza	puyu	orrwrisley1981
Cacra-Hongos	pukutay	shimelman2017
Chachapoyas	puyu	taylor2006
Chacpar	pu.kute:	heggarty2005
Chetilla	pu.kutay	heggarty2005
Chipaya	tshiri	heggarty2005
Curva	phuyu	heggarty2005
Cuzco	phuyu	heggarty2005
CuzquenoAntiguo	ppuyu	holguin1608
Huallaga	pu.kutay	heggarty2005
Huanca	pukutay	cerron2018
Huancane	qinaya	heggarty2005
Huangascar	puyu	shimelman2017
HuarazHuailas	pukutay	parkerchavez1976
Imbabura	fuyu	gomez2009
Inkawasi	pu.ktay	heggarty2005
Iruhito	tsí:r̂i:	cerron2016
Jaqaru	urpi	heggarty2005
Kawki	urpi	heggarty2005
Lamas	puyu	taylor2006
Laraos	pu.kutay	heggarty2005
Lincha-Tana	pukutay	shimelman2017
Maragua	phuyu	heggarty2005
